"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"12322","AFRICAN AM","TEACHER,SPEC EDUCATION","F",24,0,"1","7010",0,"less than 5",326684,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,24,"7010",0
"12323","other","TEACHER,FULL TIME","F",32,0,"1","1360",0,"less than 5",326692,"teacher","30s",1,0,0,1,0,0,0,0,0,1,1,0,32,"1360",0
"12324","other","TEACHER,FULL TIME","M",23,0,"1","4480",0,"less than 5",326696,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,23,"4480",0
"12325","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"1","4060",0,"less than 5",326700,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"4060",0
"12326","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","8300",0,"less than 5",326704,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,31,"8300",0
"12327","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","6050",0,"less than 5",326708,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"6050",0
"12328","CAUCASIAN","TEACHER,FULL TIME","F",33,0,"1","5170",0,"less than 5",326712,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,33,"5170",0
"12329","LATINA/O","TEACHER,FULL TIME","F",28,0,"1","8380",0,"less than 5",326716,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,28,"8380",0
"12330","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","8310",0,"less than 5",326720,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"8310",0
"12331","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","5390",0,"less than 5",326724,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"5390",0
"12332","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"0","4300",0,"less than 5",326732,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"4300",0
"12333","CAUCASIAN","TEACHER,FULL TIME","M",41,0,"1","1050",0,"less than 5",326736,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,41,"1050",0
"12334","CAUCASIAN","TEACHER,FULL TIME","F",21,0,"1","5210",0,"less than 5",326740,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,21,"5210",0
"12335","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","7150",0,"less than 5",326744,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"7150",0
"12336","AFRICAN AM","TEACHER,FULL TIME","F",41,0,"1","6341",0,"less than 5",326752,"teacher","40s",1,0,0,1,0,1,0,0,0,0,1,0,41,"6341",0
"12337","ASIAN/PAC","TEACHER,FULL TIME","M",23,0,"0","4220",0,"less than 5",326756,"teacher","20s",1,0,0,1,0,0,0,0,0,0,0,1,23,"4220",0
"12338","CAUCASIAN","TEACHER,SPEC EDUCATION","M",27,0,"1","1370",0,"less than 5",326760,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"1370",0
"12339","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","1370",0,"less than 5",326764,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"1370",0
"12340","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","6390",0,"less than 5",326768,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"6390",0
"12341","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"1","5260",0,"less than 5",326772,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,31,"5260",0
"12342","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","7300",0,"less than 5",326776,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"7300",0
"12343","CAUCASIAN","TEACHER,SPEC EDUCATION","F",24,0,"1","7100",0,"less than 5",326784,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7100",0
"12344","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"0","4300",0,"less than 5",326788,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"4300",0
"12345","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","7360",0,"less than 5",326792,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"7360",0
"12346","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"1","7730",0,"less than 5",326796,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"7730",0
"12347","CAUCASIAN","TEACHER,FULL TIME","M",50,0,"1","1010",0,"less than 5",326800,"teacher","50s",1,0,0,1,0,0,1,0,0,0,0,1,50,"1010",0
"12348","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","F",32,0,"1","6300",0,"less than 5",326804,"non_classroom_teacher","30s",0,0,0,1,0,1,0,0,0,0,1,0,32,"6300",0
"12349","LATINA/O","TEACHER,FULL TIME","F",22,0,"1","7400",0,"less than 5",326808,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,22,"7400",0
"12350","CAUCASIAN","TEACHER,FULL TIME","F",34,0,"1","2290",0,"less than 5",326812,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,34,"2290",0
"12351","other","TEACHER,FULL TIME","F",59,0,"1","8420",0,"less than 5",326816,"teacher","50s",1,0,0,1,0,0,0,0,0,1,1,0,59,"8420",0
"12352","other","TEACHER,FULL TIME","F",27,0,"1","4350",0,"less than 5",326820,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,27,"4350",0
"12353","CAUCASIAN","TEACHER,FULL TIME","M",22,0,"1","6460",0,"less than 5",326828,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,22,"6460",0
"12354","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"1","7270",0,"less than 5",326832,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"7270",0
"12355","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"0","8260",29,"greater than or equal to 15",32684,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,62,"8260",29
"12356","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","7100",0,"less than 5",326840,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7100",0
"12357","CAUCASIAN","TEACHER,SPEC EDUCATION","F",22,0,"1","5500",0,"less than 5",326844,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"5500",0
"12358","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"1","6460",0,"less than 5",326848,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"6460",0
"12359","other","TEACHER,SPEC EDUCATION","F",28,0,"1","5520",0,"less than 5",326852,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,28,"5520",0
"12360","other","TEACHER,FULL TIME","M",34,1,"1","5700",0,"less than 5",326856,"teacher","30s",1,0,0,1,0,0,0,0,0,1,0,1,34,"5700",0
"12361","CAUCASIAN","TEACHER,SPEC EDUCATION","F",22,0,"1","5480",0,"less than 5",326860,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"5480",0
"12362","LATINA/O","TEACHER,SPEC EDUCATION","F",46,0,"1","5320",0,"less than 5",326864,"teacher","40s",1,0,0,1,0,0,0,0,1,0,1,0,46,"5320",0
"12363","CAUCASIAN","TEACHER,SPEC EDUCATION","F",30,0,"1","7360",0,"less than 5",326876,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,30,"7360",0
"12364","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","7120",0,"less than 5",326880,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"7120",0
"12365","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","4300",0,"less than 5",326884,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"4300",0
"12366","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"0","4300",0,"less than 5",326888,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"4300",0
"12367","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","5390",0,"less than 5",326892,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"5390",0
"12368","LATINA/O","TEACHER,FULL TIME","M",33,0,"1","7510",0,"less than 5",326896,"teacher","30s",1,0,0,1,0,0,0,0,1,0,0,1,33,"7510",0
"12369","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","1190",0,"less than 5",326900,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"1190",0
"12370","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","2370",0,"less than 5",326904,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"2370",0
"12371","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",27,0,"1","6460",0,"less than 5",326908,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,0,1,27,"6460",0
"12372","CAUCASIAN","TEACHER,FULL TIME","M",30,0,"1","7500",0,"less than 5",326912,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,30,"7500",0
"12373","CAUCASIAN","CONSULTING TEACHER","F",62,0,"0","9750",15,"greater than or equal to 15",32692,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,1,0,62,"9750",15
"12374","other","TEACHER,FULL TIME","M",27,0,"1","5230",0,"less than 5",326920,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,27,"5230",0
"12375","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","5550",0,"less than 5",326924,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"5550",0
"12376","CAUCASIAN","TEACHER,FULL TIME","M",44,0,"1","5330",0,"less than 5",326928,"teacher","40s",1,0,0,1,0,0,1,0,0,0,0,1,44,"5330",0
"12377","AFRICAN AM","TEACHER,FULL TIME","F",23,0,"1","7730",0,"less than 5",326940,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,23,"7730",0
"12378","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"1","5430",0,"less than 5",326944,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,32,"5430",0
"12379","other","TEACHER,FULL TIME","F",35,0,"1","5330",0,"less than 5",326948,"teacher","30s",1,0,0,1,0,0,0,0,0,1,1,0,35,"5330",0
"12380","CAUCASIAN","TEACHER,FULL TIME","F",29,0,"1","2370",0,"less than 5",326956,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"2370",0
"12381","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","2620",0,"less than 5",326960,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"2620",0
"12382","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","5660",0,"less than 5",326968,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"5660",0
"12383","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","M",26,0,"1","5530",0,"less than 5",326972,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,0,1,26,"5530",0
"12384","AFRICAN AM","TEACHER,FULL TIME","F",36,0,"1","2370",0,"less than 5",326984,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,36,"2370",0
"12385","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",26,0,"1","8410",0,"less than 5",326988,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,1,0,26,"8410",0
"12386","CAUCASIAN","TEACHER,FULL TIME","M",33,0,"1","2370",0,"less than 5",326992,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,33,"2370",0
"12387","CAUCASIAN","TEACHER,FULL TIME","M",65,0,"1","5470",19,"greater than or equal to 15",32700,"teacher","60s",1,0,0,0,1,0,1,0,0,0,0,1,65,"5470",19
"12388","CAUCASIAN","TEACHER,SPEC EDUCATION","F",25,0,"1","4060",0,"less than 5",327000,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"4060",0
"12389","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",27,0,"1","5060",0,"less than 5",327004,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,1,0,27,"5060",0
"12390","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","1130",0,"less than 5",327008,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"1130",0
"12391","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","7270",0,"less than 5",327016,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7270",0
"12392","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"1","2540",0,"less than 5",327020,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"2540",0
"12393","LATINA/O","TEACHER,FULL TIME","F",22,0,"1","5020",0,"less than 5",327024,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,22,"5020",0
"12394","other","TEACHER,SPEC EDUCATION","F",22,0,"1","1190",0,"less than 5",327032,"teacher","20s",1,0,0,1,0,0,0,0,0,1,1,0,22,"1190",0
"12395","LATINA/O","TEACHER,FULL TIME","F",41,0,"1","7440",0,"less than 5",327040,"teacher","40s",1,0,0,1,0,0,0,0,1,0,1,0,41,"7440",0
"12396","CAUCASIAN","TEACHER,FULL TIME","F",24,0,"1","5520",0,"less than 5",327044,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"5520",0
"12397","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","5150",0,"less than 5",327048,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"5150",0
"12398","CAUCASIAN","TEACHER,SPEC EDUCATION","M",22,0,"1","1250",0,"less than 5",327052,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,22,"1250",0
"12399","CAUCASIAN","TEACHER,SPEC EDUCATION","F",23,0,"1","2260",0,"less than 5",327056,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"2260",0
"12400","CAUCASIAN","TEACHER,SPEC EDUCATION","F",29,0,"1","2410",0,"less than 5",327060,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,29,"2410",0
"12401","other","TEACHER,FULL TIME","M",52,0,"1","7360",0,"less than 5",327064,"teacher","50s",1,0,0,1,0,0,0,0,0,1,0,1,52,"7360",0
"12402","other","TEACHER,FULL TIME","M",21,0,"1","1410",0,"less than 5",327068,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,21,"1410",0
"12403","CAUCASIAN","TEACHER,FULL TIME","F",46,0,"1","5170",0,"less than 5",327072,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,46,"5170",0
"12404","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","F",61,0,"0","6020",36,"greater than or equal to 15",32708,"non_classroom_teacher","60s",0,0,0,0,1,1,0,0,0,0,1,0,61,"6020",36
"12405","ASIAN/PAC","TEACHER,SPEC EDUCATION","F",32,0,"1","7300",0,"less than 5",327080,"teacher","30s",1,0,0,1,0,0,0,0,0,0,1,0,32,"7300",0
"12406","CAUCASIAN","TEACHER,FULL TIME","F",32,0,"1","7440",0,"less than 5",327084,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,32,"7440",0
"12407","AFRICAN AM","TEACHER,FULL TIME","F",26,0,"1","5680",0,"less than 5",327088,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,26,"5680",0
"12408","LATINA/O","TEACHER,FULL TIME","F",23,0,"1","6220",0,"less than 5",327092,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,23,"6220",0
"12409","LATINA/O","TEACHER,FULL TIME","F",41,0,"1","5680",0,"less than 5",327096,"teacher","40s",1,0,0,1,0,0,0,0,1,0,1,0,41,"5680",0
"12410","CAUCASIAN","TEACHER,FULL TIME","M",28,0,"1","1490",0,"less than 5",327100,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,28,"1490",0
"12411","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","7220",0,"less than 5",327104,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"7220",0
"12412","CAUCASIAN","TEACHER,FULL TIME","M",22,0,"1","1020",0,"less than 5",327108,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,22,"1020",0
"12413","LATINA/O","TEACHER,FULL TIME","F",24,0,"1","1470",0,"less than 5",327116,"teacher","20s",1,0,0,1,0,0,0,0,1,0,1,0,24,"1470",0
"12414","CAUCASIAN","TEACHER,FULL TIME","F",65,0,"0","7400",18,"greater than or equal to 15",32712,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,65,"7400",18
"12415","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"1","7390",0,"less than 5",327128,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,38,"7390",0
"12416","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","7220",0,"less than 5",327132,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"7220",0
"12417","other","TEACHER,FULL TIME","M",24,0,"1","5500",0,"less than 5",327136,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,24,"5500",0
"12418","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","7350",0,"less than 5",327140,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"7350",0
"12419","CAUCASIAN","TEACHER,SPEC EDUCATION","F",23,0,"1","7350",0,"less than 5",327144,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"7350",0
"12420","CAUCASIAN","TEACHER,FULL TIME","F",23,0,"1","2620",0,"less than 5",327148,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,23,"2620",0
"12421","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","2620",0,"less than 5",327156,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"2620",0
"12422","CAUCASIAN","TEACHER,FULL TIME","M",59,0,"0","6010",37,"greater than or equal to 15",32716,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,59,"6010",37
"12423","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"1","6480",0,"less than 5",327160,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"6480",0
"12424","CAUCASIAN","TEACHER,SPEC EDUCATION","M",22,0,"1","5500",0,"less than 5",327164,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,22,"5500",0
"12425","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","M",24,0,"1","5550",0,"less than 5",327168,"non_classroom_teacher","20s",0,0,0,1,0,1,0,0,0,0,0,1,24,"5550",0
"12426","other","TEACHER,FULL TIME","M",28,0,"1","8410",0,"less than 5",327192,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,28,"8410",0
"12427","LATINA/O","TEACHER,FULL TIME","F",30,0,"1","2530",0,"less than 5",327196,"teacher","30s",1,0,0,1,0,0,0,0,1,0,1,0,30,"2530",0
"12428","CAUCASIAN","TEACHER,FULL TIME","F",64,0,"0","1100",37,"greater than or equal to 15",3272,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,64,"1100",37
"12429","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",26,0,"1","5260",0,"less than 5",327200,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,1,0,26,"5260",0
"12430","CAUCASIAN","TEACHER,FULL TIME","F",25,0,"0","1380",0,"less than 5",327204,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,25,"1380",0
"12431","other","TEACHER,FULL TIME","M",27,0,"1","8090",0,"less than 5",327208,"teacher","20s",1,0,0,1,0,0,0,0,0,1,0,1,27,"8090",0
"12432","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"1","2020",0,"less than 5",327212,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,30,"2020",0
"12433","other","TEACHER,FULL TIME","M",32,0,"1","9EP0",0,"less than 5",327220,"teacher","30s",1,0,0,1,0,0,0,0,0,1,0,1,32,"9EP0",0
"12434","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"0","1490",0,"less than 5",327228,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"1490",0
"12435","CAUCASIAN","TEACHER,FULL TIME","M",56,0,"1","5520",0,"less than 5",327232,"teacher","50s",1,0,0,1,0,0,1,0,0,0,0,1,56,"5520",0
"12436","other","TEACHER,SPEC EDUCATION","F",54,0,"1","5550",0,"less than 5",327236,"teacher","50s",1,0,0,1,0,0,0,0,0,1,1,0,54,"5550",0
"12437","CAUCASIAN","TEACHER,FULL TIME","M",38,0,"1","5620",0,"less than 5",327240,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,38,"5620",0
"12438","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","4480",0,"less than 5",327264,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"4480",0
"12439","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",26,0,"1","6460",0,"less than 5",327272,"non_classroom_teacher","20s",0,0,0,1,0,0,1,0,0,0,1,0,26,"6460",0
"12440","CAUCASIAN","TEACHER,FULL TIME","M",53,0,"1","5660",24,"greater than or equal to 15",32728,"teacher","50s",1,0,0,0,1,0,1,0,0,0,0,1,53,"5660",24
"12441","CAUCASIAN","TEACHER,FULL TIME","M",29,0,"1","4350",0,"less than 5",327300,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,29,"4350",0
"12442","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","1360",0,"less than 5",327320,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"1360",0
"12443","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","6060",0,"less than 5",327324,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"6060",0
"12444","CAUCASIAN","TEACHER,FULL TIME","F",26,0,"1","6360",0,"less than 5",327328,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,26,"6360",0
"12445","CAUCASIAN","TEACHER,SPEC EDUCATION","M",38,0,"0","1020",0,"less than 5",327332,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,38,"1020",0
"12446","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"0","4440",0,"less than 5",327336,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"4440",0
"12447","CAUCASIAN","TEACHER,SPEC EDUCATION","F",24,0,"1","6220",0,"less than 5",327344,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"6220",0
"12448","CAUCASIAN","TEACHER,SPEC EDUCATION","F",24,0,"1","7290",0,"less than 5",327348,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"7290",0
"12449","CAUCASIAN","TEACHER,FULL TIME","M",36,0,"1","7360",0,"less than 5",327356,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,36,"7360",0
"12450","CAUCASIAN","TEACHER,SPEC EDUCATION","F",35,0,"1","7530",0,"less than 5",327360,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,35,"7530",0
"12451","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","5320",0,"less than 5",327364,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"5320",0
"12452","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"1","6010",0,"less than 5",327368,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"6010",0
"12453","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"1","7130",0,"less than 5",327372,"teacher","50s",1,0,0,1,0,0,1,0,0,0,1,0,58,"7130",0
"12454","AFRICAN AM","TEACHER,FULL TIME","F",28,0,"1","4480",0,"less than 5",327376,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,28,"4480",0
"12455","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","7280",0,"less than 5",327380,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"7280",0
"12456","CAUCASIAN","TEACHER,FULL TIME","F",27,0,"1","2260",0,"less than 5",327388,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,27,"2260",0
"12457","CAUCASIAN","TEACHER,SPEC EDUCATION","F",24,0,"1","4220",0,"less than 5",327392,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,24,"4220",0
"12458","CAUCASIAN","TEACHER,FULL TIME","F",52,0,"1","5200",28,"greater than or equal to 15",32740,"teacher","50s",1,0,0,0,1,0,1,0,0,0,1,0,52,"5200",28
"12459","CAUCASIAN","TEACHER,SPEC EDUCATION","M",38,0,"1","6090",0,"less than 5",327400,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,38,"6090",0
"12460","AFRICAN AM","TEACHER,FULL TIME","F",28,0,"1","4060",0,"less than 5",327404,"teacher","20s",1,0,0,1,0,1,0,0,0,0,1,0,28,"4060",0
"12461","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","8010",0,"less than 5",327420,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,32,"8010",0
"12462","CAUCASIAN","TEACHER,FULL TIME","M",32,0,"1","6350",0,"less than 5",327424,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,32,"6350",0
"12463","other","TEACHER,SPEC EDUCATION","F",44,0,"1","6260",0,"less than 5",327432,"teacher","40s",1,0,0,1,0,0,0,0,0,1,1,0,44,"6260",0
"12464","CAUCASIAN","TEACHER,FULL TIME","M",25,0,"1","8140",0,"less than 5",327436,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,25,"8140",0
"12465","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"1","8260",29,"greater than or equal to 15",32744,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,62,"8260",29
"12466","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","8140",0,"less than 5",327440,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,35,"8140",0
"12467","other","TEACHER,SPEC EDUCATION","M",36,0,"1","5160",0,"less than 5",327444,"teacher","30s",1,0,0,1,0,0,0,0,0,1,0,1,36,"5160",0
"12468","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","1410",0,"less than 5",327452,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"1410",0
"12469","CAUCASIAN","TEACHER,FULL TIME","F",41,0,"1","5160",0,"less than 5",327456,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,41,"5160",0
"12470","CAUCASIAN","TEACHER,FULL TIME","M",27,0,"0","4350",0,"less than 5",327468,"teacher","20s",1,0,0,1,0,0,1,0,0,0,0,1,27,"4350",0
"12471","CAUCASIAN","TEACHER,FULL TIME","F",22,0,"1","7730",0,"less than 5",327476,"teacher","20s",1,0,0,1,0,0,1,0,0,0,1,0,22,"7730",0
"12472","CAUCASIAN","TEACHER,FULL TIME","F",60,0,"0","6290",39,"greater than or equal to 15",32748,"teacher","60s",1,0,0,0,1,0,1,0,0,0,1,0,60,"6290",39
"12473","CAUCASIAN","TEACHER,FULL TIME","M",35,0,"1","4350",0,"less than 5",327480,"teacher","30s",1,0,0,1,0,0,1,0,0,0,0,1,35,"4350",0
"12474","other","TEACHER,FULL TIME","F",48,0,"1","7260",0,"less than 5",327496,"teacher","40s",1,0,0,1,0,0,0,0,0,1,1,0,48,"7260",0
